step,train/domain,train/loss,train/psnr,val/avg_psnr,val/imagenet-noise_psnr,val/imagenet-noise_ssim
0,38.0,0.4472031593322754,11.744197845458984,18.784082412719727,18.784082412719727,0.5485951900482178
1,,,,19.636978149414062,19.636978149414062,0.587734043598175
2,,,,19.894439697265625,19.894439697265625,0.609418511390686
3,,,,20.159469604492188,20.159469604492188,0.6280587315559387
4,,,,20.260398864746094,20.260398864746094,0.6389573216438293
5,,,,20.05198097229004,20.05198097229004,0.6319959759712219
6,,,,20.46160125732422,20.46160125732422,0.652079701423645
7,,,,20.498825073242188,20.498825073242188,0.6590810418128967
8,,,,20.518129348754883,20.518129348754883,0.6648380160331726
9,,,,20.32359504699707,20.32359504699707,0.6519191861152649
10,,,,20.597787857055664,20.597787857055664,0.6662883758544922
11,,,,20.448734283447266,20.448734283447266,0.6627159714698792
12,,,,20.719696044921875,20.719696044921875,0.669971227645874
13,,,,20.843379974365234,20.843379974365234,0.6799367666244507
14,,,,20.717641830444336,20.717641830444336,0.6764550805091858
15,,,,20.706298828125,20.706298828125,0.6779098510742188
16,,,,20.990034103393555,20.990034103393555,0.6893385052680969
17,,,,20.78765106201172,20.78765106201172,0.6816350221633911
18,,,,21.17433738708496,21.17433738708496,0.6947446465492249
19,,,,21.140239715576172,21.140239715576172,0.6938012838363647
20,,,,21.099685668945312,21.099685668945312,0.6952002644538879
21,,,,21.24322509765625,21.24322509765625,0.6985481977462769
22,,,,21.177766799926758,21.177766799926758,0.696638822555542
23,,,,21.3031063079834,21.3031063079834,0.699349582195282
24,,,,21.661212921142578,21.661212921142578,0.7181218862533569
25,,,,21.0440731048584,21.0440731048584,0.6892863512039185
26,,,,21.14134979248047,21.14134979248047,0.7024854421615601
27,,,,21.192840576171875,21.192840576171875,0.7002086639404297
28,,,,21.33461570739746,21.33461570739746,0.7071598172187805
29,,,,21.307464599609375,21.307464599609375,0.7024660706520081
30,,,,21.146766662597656,21.146766662597656,0.6997154951095581
31,,,,21.30313491821289,21.30313491821289,0.7102465629577637
32,,,,21.199281692504883,21.199281692504883,0.7016136050224304
33,,,,21.136991500854492,21.136991500854492,0.6987628936767578
34,,,,20.875246047973633,20.875246047973633,0.6954867839813232
35,,,,21.541688919067383,21.541688919067383,0.7156892418861389
36,,,,21.538841247558594,21.538841247558594,0.7185472249984741
37,,,,21.360300064086914,21.360300064086914,0.7146307826042175
38,,,,21.393009185791016,21.393009185791016,0.7108051180839539
39,,,,21.436033248901367,21.436033248901367,0.7164544463157654
40,,,,21.179353713989258,21.179353713989258,0.6998521089553833
41,,,,21.538007736206055,21.538007736206055,0.7204508185386658
42,,,,21.128032684326172,21.128032684326172,0.7069066166877747
43,,,,21.493940353393555,21.493940353393555,0.7207939624786377
44,,,,21.425140380859375,21.425140380859375,0.7222486138343811
45,,,,21.425031661987305,21.425031661987305,0.7173904180526733
46,,,,21.656238555908203,21.656238555908203,0.7234484553337097
47,,,,21.161970138549805,21.161970138549805,0.7070327401161194
48,,,,21.0534610748291,21.0534610748291,0.7021281719207764
49,,,,21.56403350830078,21.56403350830078,0.7279047966003418
50,,,,21.632423400878906,21.632423400878906,0.7284027338027954
51,,,,21.824678421020508,21.824678421020508,0.7363441586494446
52,,,,21.603923797607422,21.603923797607422,0.7291164994239807
53,,,,21.540563583374023,21.540563583374023,0.7182298898696899
54,,,,21.238460540771484,21.238460540771484,0.7155185341835022
55,,,,21.780183792114258,21.780183792114258,0.7308264374732971
56,,,,21.51468849182129,21.51468849182129,0.7224773168563843
57,,,,21.231904983520508,21.231904983520508,0.7149365544319153
58,,,,21.68240737915039,21.68240737915039,0.7306874394416809
59,,,,21.372066497802734,21.372066497802734,0.7154688239097595
60,,,,21.44873046875,21.44873046875,0.7215582728385925
61,,,,21.65323829650879,21.65323829650879,0.723771870136261
62,,,,21.64279556274414,21.64279556274414,0.728438138961792
63,,,,21.688589096069336,21.688589096069336,0.7274896502494812
64,,,,21.488174438476562,21.488174438476562,0.7265177965164185
65,,,,21.35382652282715,21.35382652282715,0.7129833698272705
66,,,,21.557649612426758,21.557649612426758,0.7230157852172852
67,,,,21.726360321044922,21.726360321044922,0.7307813167572021
68,,,,21.574899673461914,21.574899673461914,0.7291243672370911
69,,,,21.768600463867188,21.768600463867188,0.7359363436698914
70,,,,21.56210708618164,21.56210708618164,0.7234093546867371
71,,,,21.786462783813477,21.786462783813477,0.7321978807449341
72,,,,21.610870361328125,21.610870361328125,0.7237667441368103
73,,,,21.730737686157227,21.730737686157227,0.7302592396736145
74,,,,21.28775405883789,21.28775405883789,0.7152274250984192
75,,,,21.448118209838867,21.448118209838867,0.7213150262832642
76,,,,21.21049690246582,21.21049690246582,0.7121738791465759
77,,,,21.652236938476562,21.652236938476562,0.7287501692771912
78,,,,21.670391082763672,21.670391082763672,0.7310171723365784
79,,,,21.615947723388672,21.615947723388672,0.7293490171432495
80,,,,21.603511810302734,21.603511810302734,0.7262502908706665
81,,,,21.527450561523438,21.527450561523438,0.7248188257217407
82,,,,21.733627319335938,21.733627319335938,0.7313094735145569
83,,,,21.65264320373535,21.65264320373535,0.73082435131073
84,,,,21.671384811401367,21.671384811401367,0.7275630235671997
85,,,,21.6856746673584,21.6856746673584,0.729831337928772
86,,,,21.737621307373047,21.737621307373047,0.732197642326355
87,,,,21.75654411315918,21.75654411315918,0.7326183915138245
88,,,,21.730674743652344,21.730674743652344,0.7318888902664185
89,,,,21.628698348999023,21.628698348999023,0.7278302311897278
90,,,,21.674427032470703,21.674427032470703,0.7303271293640137
91,,,,21.685564041137695,21.685564041137695,0.7293489575386047
92,,,,21.673635482788086,21.673635482788086,0.7295858263969421
93,,,,21.626869201660156,21.626869201660156,0.7292346358299255
94,,,,21.690038681030273,21.690038681030273,0.7305561900138855
95,,,,21.68004035949707,21.68004035949707,0.7302220463752747
96,,,,21.651782989501953,21.651782989501953,0.7287996411323547
97,,,,21.684226989746094,21.684226989746094,0.7305745482444763
98,,,,21.681682586669922,21.681682586669922,0.7305803894996643
99,,,,21.69501304626465,21.69501304626465,0.7312316298484802
100,38.0,0.34046995639801025,13.745920181274414,,,
200,38.0,0.2720935046672821,15.555842399597168,,,
300,38.0,0.2771983742713928,15.30777359008789,,,
400,38.0,0.33468541502952576,13.656316757202148,,,
500,38.0,0.3557911813259125,13.150405883789062,,,
600,38.0,0.28253188729286194,15.651199340820312,,,
700,38.0,0.2610000669956207,16.23394203186035,,,
800,38.0,0.3035868704319,14.987695693969727,,,
900,38.0,0.27240538597106934,15.606300354003906,,,
1000,38.0,0.3252592086791992,14.495495796203613,,,
1100,38.0,0.288779616355896,15.712356567382812,,,
1200,38.0,0.3192440867424011,14.393442153930664,,,
1300,38.0,0.23548631370067596,16.753509521484375,,,
1400,38.0,0.2539009153842926,16.38836669921875,,,
1500,38.0,0.25347617268562317,16.64931297302246,,,
1600,38.0,0.3040488362312317,15.33983039855957,,,
1700,38.0,0.24783644080162048,16.346206665039062,,,
1800,38.0,0.27080243825912476,15.595874786376953,,,
1900,38.0,0.2660057246685028,15.679240226745605,,,
2000,38.0,0.21898801624774933,17.116151809692383,,,
2100,38.0,0.31405001878738403,15.0972900390625,,,
2200,38.0,0.27108514308929443,16.109718322753906,,,
2300,38.0,0.27366527915000916,15.568920135498047,,,
2400,38.0,0.2856491506099701,15.94460678100586,,,
2500,38.0,0.22405658662319183,17.341310501098633,,,
2600,38.0,0.25491565465927124,16.177722930908203,,,
2700,38.0,0.3287128210067749,13.954493522644043,,,
2800,38.0,0.24843275547027588,16.63654327392578,,,
2900,38.0,0.31271952390670776,14.88658618927002,,,
3000,38.0,0.21477414667606354,17.474246978759766,,,
3100,38.0,0.3322661221027374,14.03245735168457,,,
3200,38.0,0.32401251792907715,14.28148365020752,,,
3300,38.0,0.28604674339294434,15.325818061828613,,,
3400,38.0,0.2623886466026306,15.6065034866333,,,
3500,38.0,0.23029725253582,17.541505813598633,,,
3600,38.0,0.3075721561908722,15.42045783996582,,,
3700,38.0,0.23242028057575226,16.809553146362305,,,
3800,38.0,0.333052396774292,14.3242769241333,,,
3900,38.0,0.28814154863357544,15.6737699508667,,,
4000,38.0,0.23661962151527405,17.38239288330078,,,
4100,38.0,0.2222246676683426,17.169816970825195,,,
4200,38.0,0.2943158745765686,15.118656158447266,,,
4300,38.0,0.2745717465877533,15.92684555053711,,,
4400,38.0,0.2846038341522217,15.952461242675781,,,
4500,38.0,0.33075252175331116,14.753702163696289,,,
4600,38.0,0.2120257318019867,18.27248764038086,,,
4700,38.0,0.28519532084465027,16.265682220458984,,,
4800,38.0,0.26083508133888245,16.885433197021484,,,
4900,38.0,0.24999961256980896,16.483444213867188,,,
5000,38.0,0.24472497403621674,16.714221954345703,,,
5100,38.0,0.20057980716228485,17.914043426513672,,,
5200,38.0,0.26636677980422974,16.30103302001953,,,
5300,38.0,0.22534558176994324,17.86457061767578,,,
5400,38.0,0.2996532618999481,15.624385833740234,,,
5500,38.0,0.2619374394416809,16.315542221069336,,,
5600,38.0,0.2616480588912964,16.48004150390625,,,
5700,38.0,0.32114171981811523,14.253873825073242,,,
5800,38.0,0.2479257434606552,16.531368255615234,,,
5900,38.0,0.23488907516002655,17.03765869140625,,,
6000,38.0,0.2238513082265854,17.352890014648438,,,
6100,38.0,0.295955091714859,15.466594696044922,,,
6200,38.0,0.25095704197883606,16.73471450805664,,,
6300,38.0,0.2071494609117508,17.8935604095459,,,
6400,38.0,0.2711074948310852,15.644024848937988,,,
6500,38.0,0.278406023979187,15.8059663772583,,,
6600,38.0,0.18663810193538666,19.026973724365234,,,
6700,38.0,0.2173706591129303,18.554615020751953,,,
6800,38.0,0.24847190082073212,17.100509643554688,,,
6900,38.0,0.2331412434577942,17.298927307128906,,,
7000,38.0,0.2269337922334671,17.73932456970215,,,
7100,38.0,0.2943647801876068,16.425724029541016,,,
7200,38.0,0.2592620551586151,16.3704891204834,,,
7300,38.0,0.22943447530269623,17.66945457458496,,,
7400,38.0,0.2224256992340088,17.280609130859375,,,
7500,38.0,0.25842928886413574,16.714134216308594,,,
7600,38.0,0.19001784920692444,18.738880157470703,,,
7700,38.0,0.2282533496618271,17.41073989868164,,,
7800,38.0,0.24572394788265228,16.757919311523438,,,
7900,38.0,0.25871506333351135,16.051250457763672,,,
8000,38.0,0.26330602169036865,15.790990829467773,,,
8100,38.0,0.24652141332626343,16.919748306274414,,,
8200,38.0,0.2580944299697876,15.328668594360352,,,
8300,38.0,0.29205378890037537,15.249176979064941,,,
8400,38.0,0.21554581820964813,18.00868034362793,,,
8500,38.0,0.25314196944236755,16.45218276977539,,,
8600,38.0,0.23125801980495453,17.92020034790039,,,
8700,38.0,0.243570938706398,16.88681411743164,,,
8800,38.0,0.2717322111129761,15.734728813171387,,,
8900,38.0,0.3023788034915924,15.845391273498535,,,
9000,38.0,0.27909764647483826,15.841978073120117,,,
9100,38.0,0.2255178987979889,17.535972595214844,,,
9200,38.0,0.24212443828582764,17.16149139404297,,,
9300,38.0,0.2108476608991623,18.101871490478516,,,
9400,38.0,0.22780507802963257,18.116127014160156,,,
9500,38.0,0.261896550655365,16.995162963867188,,,
9600,38.0,0.2922382354736328,15.029230117797852,,,
9700,38.0,0.19754266738891602,18.616039276123047,,,
9800,38.0,0.2479100525379181,16.487903594970703,,,
9900,38.0,0.2368292212486267,17.26876449584961,,,
10000,38.0,0.2440764158964157,16.62413787841797,,,
10100,38.0,0.2500232756137848,16.02155113220215,,,
10200,38.0,0.23840446770191193,16.897403717041016,,,
10300,38.0,0.27398258447647095,15.812505722045898,,,
10400,38.0,0.2141721099615097,18.143795013427734,,,
10500,38.0,0.2197987139225006,17.300521850585938,,,
10600,38.0,0.2574235796928406,16.379383087158203,,,
10700,38.0,0.23487623035907745,16.92568588256836,,,
10800,38.0,0.2549876570701599,16.656545639038086,,,
10900,38.0,0.261715292930603,16.546218872070312,,,
11000,38.0,0.24071566760540009,17.013381958007812,,,
11100,38.0,0.19765959680080414,18.457717895507812,,,
11200,38.0,0.23937496542930603,17.016803741455078,,,
11300,38.0,0.18879272043704987,18.13623046875,,,
11400,38.0,0.26155927777290344,16.40203094482422,,,
11500,38.0,0.2907554507255554,15.268556594848633,,,
11600,38.0,0.16701120138168335,19.18962860107422,,,
11700,38.0,0.20559841394424438,18.419706344604492,,,
11800,38.0,0.2583174705505371,17.39791488647461,,,
11900,38.0,0.2554616332054138,16.76510238647461,,,
12000,38.0,0.19490690529346466,18.48373031616211,,,
12100,38.0,0.2856903672218323,15.766467094421387,,,
12200,38.0,0.23918020725250244,16.700096130371094,,,
12300,38.0,0.23102056980133057,17.586414337158203,,,
12400,38.0,0.2064424306154251,18.363872528076172,,,
12500,38.0,0.24191729724407196,16.700044631958008,,,
12600,38.0,0.2670280337333679,16.00011444091797,,,
12700,38.0,0.25567877292633057,16.069049835205078,,,
12800,38.0,0.2571343183517456,16.475557327270508,,,
12900,38.0,0.3028276860713959,15.170317649841309,,,
13000,38.0,0.20446550846099854,17.961814880371094,,,
13100,38.0,0.21461212635040283,18.766042709350586,,,
13200,38.0,0.22577506303787231,17.699169158935547,,,
13300,38.0,0.27973610162734985,15.979378700256348,,,
13400,38.0,0.24555668234825134,17.13486099243164,,,
13500,38.0,0.2750456631183624,16.359577178955078,,,
13600,38.0,0.2230473905801773,17.4295654296875,,,
13700,38.0,0.19153301417827606,18.711332321166992,,,
13800,38.0,0.18919157981872559,18.231088638305664,,,
13900,38.0,0.2076016366481781,17.83228302001953,,,
14000,38.0,0.2623250484466553,16.063631057739258,,,
14100,38.0,0.2883231043815613,15.59918212890625,,,
14200,38.0,0.20804494619369507,17.816736221313477,,,
14300,38.0,0.1865837574005127,18.950332641601562,,,
14400,38.0,0.2699351906776428,15.583633422851562,,,
14500,38.0,0.22342416644096375,17.99392318725586,,,
14600,38.0,0.27039971947669983,15.924219131469727,,,
14700,38.0,0.23884332180023193,16.936304092407227,,,
14800,38.0,0.22966623306274414,17.417543411254883,,,
14900,38.0,0.27362367510795593,15.342093467712402,,,
15000,38.0,0.27013805508613586,15.994726181030273,,,
15100,38.0,0.25035977363586426,16.852947235107422,,,
15200,38.0,0.2565500736236572,16.265819549560547,,,
15300,38.0,0.2701777219772339,15.96311092376709,,,
15400,38.0,0.2628186047077179,16.7393798828125,,,
15500,38.0,0.2548818588256836,16.679224014282227,,,
15600,38.0,0.2341708540916443,17.265953063964844,,,
15700,38.0,0.21562355756759644,17.701181411743164,,,
15800,38.0,0.2640882432460785,16.177845001220703,,,
15900,38.0,0.1856844425201416,18.91006851196289,,,
16000,38.0,0.20521876215934753,17.826152801513672,,,
16100,38.0,0.26040759682655334,16.52181053161621,,,
16200,38.0,0.2800022065639496,16.12648582458496,,,
16300,38.0,0.21293920278549194,17.785400390625,,,
16400,38.0,0.29914239048957825,15.367799758911133,,,
16500,38.0,0.2138344794511795,18.654163360595703,,,
16600,38.0,0.28879863023757935,14.981978416442871,,,
16700,38.0,0.2097957283258438,17.852275848388672,,,
16800,38.0,0.3192710876464844,14.938957214355469,,,
16900,38.0,0.21924026310443878,18.36914825439453,,,
17000,38.0,0.24956859648227692,16.590484619140625,,,
17100,38.0,0.25698044896125793,16.1943302154541,,,
17200,38.0,0.27978894114494324,15.555269241333008,,,
17300,38.0,0.2345028817653656,17.12769889831543,,,
17400,38.0,0.2043529450893402,18.047731399536133,,,
17500,38.0,0.18734079599380493,18.758251190185547,,,
17600,38.0,0.32196828722953796,14.43134880065918,,,
17700,38.0,0.30998891592025757,15.242334365844727,,,
17800,38.0,0.24379421770572662,16.843881607055664,,,
17900,38.0,0.19657060503959656,18.75812530517578,,,
18000,38.0,0.2643578350543976,16.254924774169922,,,
18100,38.0,0.28631067276000977,15.985733985900879,,,
18200,38.0,0.2317289263010025,16.861881256103516,,,
18300,38.0,0.2292393147945404,17.484764099121094,,,
18400,38.0,0.21575124561786652,17.675107955932617,,,
18500,38.0,0.24056442081928253,16.856117248535156,,,
18600,38.0,0.23152925074100494,17.232723236083984,,,
18700,38.0,0.2274281233549118,17.218372344970703,,,
18800,38.0,0.21045170724391937,18.093074798583984,,,
18900,38.0,0.28895464539527893,15.137892723083496,,,
19000,38.0,0.23519301414489746,17.18470001220703,,,
19100,38.0,0.2466564029455185,16.729412078857422,,,
19200,38.0,0.238277405500412,17.543071746826172,,,
19300,38.0,0.20932701230049133,17.760944366455078,,,
19400,38.0,0.21919788420200348,17.626890182495117,,,
19500,38.0,0.2430037558078766,16.830886840820312,,,
19600,38.0,0.271338552236557,16.936119079589844,,,
19700,38.0,0.2327292412519455,16.85686492919922,,,
19800,38.0,0.24326831102371216,16.57242774963379,,,
19900,38.0,0.25236374139785767,16.478912353515625,,,
20000,38.0,0.24995671212673187,16.546661376953125,,,
20100,38.0,0.25843706727027893,16.368640899658203,,,
20200,38.0,0.23759359121322632,17.408283233642578,,,
20300,38.0,0.2424657940864563,16.88329315185547,,,
20400,38.0,0.24038320779800415,16.61851692199707,,,
20500,38.0,0.29024234414100647,15.1234712600708,,,
20600,38.0,0.22574670612812042,17.23394203186035,,,
20700,38.0,0.22345267236232758,17.29435920715332,,,
20800,38.0,0.24088943004608154,16.978004455566406,,,
20900,38.0,0.2136990875005722,17.82111358642578,,,
21000,38.0,0.26784032583236694,16.0877685546875,,,
21100,38.0,0.2302936613559723,17.185701370239258,,,
21200,38.0,0.24225223064422607,16.693260192871094,,,
21300,38.0,0.22860842943191528,17.580814361572266,,,
21400,38.0,0.2157207727432251,18.47714614868164,,,
21500,38.0,0.23619739711284637,16.94185447692871,,,
21600,38.0,0.26472947001457214,16.221221923828125,,,
21700,38.0,0.23281913995742798,16.999000549316406,,,
21800,38.0,0.20881542563438416,18.73019027709961,,,
21900,38.0,0.23842290043830872,17.187732696533203,,,
22000,38.0,0.2750117778778076,15.841819763183594,,,
22100,38.0,0.24177086353302002,16.22368621826172,,,
22200,38.0,0.2628256678581238,16.300548553466797,,,
22300,38.0,0.22536510229110718,17.293315887451172,,,
22400,38.0,0.21146266162395477,17.725902557373047,,,
22500,38.0,0.23121145367622375,18.151357650756836,,,
22600,38.0,0.2742408514022827,16.042884826660156,,,
22700,38.0,0.24561454355716705,16.922958374023438,,,
22800,38.0,0.20015230774879456,18.308687210083008,,,
22900,38.0,0.23520366847515106,17.66389274597168,,,
23000,38.0,0.24053756892681122,17.094310760498047,,,
23100,38.0,0.22515496611595154,16.64121437072754,,,
23200,38.0,0.28580790758132935,14.923649787902832,,,
23300,38.0,0.18935444951057434,18.803451538085938,,,
23400,38.0,0.26105034351348877,15.759126663208008,,,
23500,38.0,0.23598040640354156,17.33560562133789,,,
23600,38.0,0.20890672504901886,18.118282318115234,,,
23700,38.0,0.2672159969806671,16.624364852905273,,,
23800,38.0,0.234934002161026,17.38834571838379,,,
23900,38.0,0.22772638499736786,17.60177230834961,,,
24000,38.0,0.239587664604187,16.6802921295166,,,
24100,38.0,0.25877031683921814,16.84858512878418,,,
24200,38.0,0.17040571570396423,19.306241989135742,,,
24300,38.0,0.22054681181907654,17.397491455078125,,,
24400,38.0,0.21897202730178833,17.310791015625,,,
24500,38.0,0.252163290977478,16.433788299560547,,,
24600,38.0,0.22481004893779755,17.58774185180664,,,
24700,38.0,0.22274240851402283,17.887645721435547,,,
24800,38.0,0.21783335506916046,17.372295379638672,,,
24900,38.0,0.22036167979240417,18.340251922607422,,,
25000,38.0,0.24175691604614258,16.687456130981445,,,
25100,38.0,0.2322014570236206,17.48995590209961,,,
25200,38.0,0.23111899197101593,17.490402221679688,,,
25300,38.0,0.26708030700683594,16.61441993713379,,,
